"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","CYP","Cyprus","2015","2015",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","CYP","Cyprus","2016","2016",,"a","Category not applicable"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","CYP","Cyprus","2017","2017",,"n","Magnitude nil or negligible"
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","POL","Poland","2010","2010",10627.31226,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","POL","Poland","2011","2011",10632.26038,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","POL","Poland","2012","2012",11049.8778,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","POL","Poland","2013","2013",12025.90063,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","POL","Poland","2014","2014",12165.01159,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","POL","Poland","2015","2015",12964.36458,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","POL","Poland","2016","2016",11637.64732,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","POL","Poland","2017","2017",12401.26625,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","POL","Poland","2018","2018",12869.14035,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","COD","Democratic Republic of the Congo","2010","2010",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","COD","Democratic Republic of the Congo","2013","2013",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","COD","Democratic Republic of the Congo","2015","2015",,"n","Magnitude nil or negligible"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2010","2010",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2011","2011",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2012","2012",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2013","2013",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2014","2014",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2015","2015",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2016","2016",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2017","2017",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2018","2018",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2019","2019",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2020","2020",,"a","Category not applicable"
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BGD","Bangladesh","2010","2010",1049.42041,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BGD","Bangladesh","2011","2011",934.15006,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BGD","Bangladesh","2012","2012",1452.10962,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BGD","Bangladesh","2016","2016",3240.48116,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BGD","Bangladesh","2019","2019",3271.15194,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","BGD","Bangladesh","2020","2020",3190.44813,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","PAN","Panama","2011","2011",807.85676,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LCA","Saint Lucia","2010","2010",84.20121,"+","National Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LCA","Saint Lucia","2011","2011",88.13917,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LCA","Saint Lucia","2012","2012",84.80408,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LCA","Saint Lucia","2013","2013",99.81001,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LCA","Saint Lucia","2014","2014",97.16336,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LCA","Saint Lucia","2015","2015",98.54198,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LCA","Saint Lucia","2016","2016",130.89121,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LCA","Saint Lucia","2018","2018",90.10877,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LCA","Saint Lucia","2019","2019",90.62935,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","LCA","Saint Lucia","2020","2020",100.78561,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","KGZ","Kyrgyzstan","2010","2010",112.95066,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","KGZ","Kyrgyzstan","2012","2012",131.37501,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","KGZ","Kyrgyzstan","2013","2013",133.95892,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","KGZ","Kyrgyzstan","2014","2014",101.61071,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","KGZ","Kyrgyzstan","2017","2017",94.14233,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ARG","Argentina","2010","2010",49315.22214,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ARG","Argentina","2011","2011",55097.43954,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ARG","Argentina","2012","2012",55100.88037,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ARG","Argentina","2013","2013",57384.39376,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ARG","Argentina","2014","2014",55169.14193,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ARG","Argentina","2015","2015",61059.34865,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ARG","Argentina","2016","2016",57401.91205,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ARG","Argentina","2017","2017",58049.46705,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ARG","Argentina","2018","2018",51284.17997,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ARG","Argentina","2019","2019",48759.85719,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MDG","Madagascar","2011","2011",828.1131,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MDG","Madagascar","2012","2012",838.35877,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MDG","Madagascar","2013","2013",651.08999,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MDG","Madagascar","2014","2014",901.64132,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MDG","Madagascar","2015","2015",863.0653,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MDG","Madagascar","2016","2016",1091.26588,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MDG","Madagascar","2018","2018",1230.72209,"‡","UIS Estimation"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2010","2010",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2011","2011",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2012","2012",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2013","2013",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2014","2014",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2015","2015",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2016","2016",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2017","2017",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2018","2018",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2019","2019",,"a","Category not applicable"
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","ETH","Ethiopia","2010","2010",1936.85499,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","ETH","Ethiopia","2011","2011",2716.43724,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","ETH","Ethiopia","2012","2012",3198.54742,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","ETH","Ethiopia","2013","2013",2560.87241,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","ETH","Ethiopia","2014","2014",3114.78209,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","ETH","Ethiopia","2015","2015",3684.34096,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","TUN","Tunisia","2010","2010",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","TUN","Tunisia","2013","2013",,"a","Category not applicable"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","TUN","Tunisia","2014","2014",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","TUN","Tunisia","2015","2015",,"n","Magnitude nil or negligible"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","RWA","Rwanda","2010","2010",652.99232,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","RWA","Rwanda","2011","2011",663.32731,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","RWA","Rwanda","2012","2012",722.18316,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","RWA","Rwanda","2013","2013",841.53502,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","RWA","Rwanda","2014","2014",779.92261,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","RWA","Rwanda","2015","2015",719.57388,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","RWA","Rwanda","2016","2016",737.58747,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","RWA","Rwanda","2017","2017",711.03907,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","RWA","Rwanda","2018","2018",727.41553,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ZMB","Zambia","2015","2015",2589.36155,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ZMB","Zambia","2016","2016",2177.88386,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ZMB","Zambia","2017","2017",2243.20895,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ZMB","Zambia","2018","2018",2965.74566,"‡","UIS Estimation"
